문장,clean
시골은 도시랑 같은 잣대로 생각하지마라 ㅋㅋ,1
제발 어디가서 일베충이라고 말하지 말아줘,1
골대 옮기기 시작 ㅋㅋ,1
그래서 쉬멜이 더 좋다 이거냐?,1
ㅇㄱㄹㅇ 진짜 불행하길 바랐으면 평생 고통스러워 하면서도 아득바득 살라고 했겠지 왜 죽으라고 하겠냐,1
중량스쿼드로 다져진 다리에 숏스웻팬츠가 진리,1
미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
"조선민주주의 인민공화국 창건일에 즈음하여각하와 그리고 조선민주주의 인민공화국 정부와 인민에게 저의 열렬한 축하를 드리게 됨을 커다란 기쁨으로 생각합니다""""각하게 저의 가장 숭고한 경의를 표합니다""ㅡ반기문ㅡ",1
70년대 저런집에서 살았다는건돐 상에 빠나나 한개는 올라갔을 ㅆㅅㅌㅊ 집이였다는게 팩트.,1
26취업이면.. 난 내년에27인데 아직도..,1
퀴어로 사는 것까지 말리진 못해도 그걸 가지고 이래라 저래라 하지는 말자,1
깔끔 명확 간결!,1
그동안 2000년대에 핸드폰이 작았던건 여자에게 맞춰져있기 때문이었군요. 난 액정기술이 발달하지 못해서인줄 알았는데 그런 비밀이,1
귀에 바람부는 상사는... 성희롱이냐?ㅜ철야하고 점심시간 자다가깨울때마다..바람분다,1
아빠라고 부르던데 바꼈나ㅋㅋ,1
옛날에 tv에서 해주던 애니삼국지는 좆꿀잼이었음유비 관우 자아아앙비 아~~~~ 아~~ 봉숭아 나무 아래서 형제가 되기로 맹세를 했네 유비 관우 자앙비 천하의 호걸일세~~~ 아 아아아 천하는 언제나통일이될까아 영웅호걸들이 ~~ 모여펼치는 쒼나는 삼국지 아항~,1
암베르크 보고 반가움이 들면 진성일게이 ㅇㅈ?,1
다시 청원글 등장함 20만 넘음,1
아니 이게 대체 왜 페미영화야?? 그냥 일반 가정에서 다들 겪는 고충에 대한 영화인데? 그리고 영화 볼만하다 끝,1
아빠는 사실 내카드니까 내가 가야맞다고 하고 싶었는데 마누라때문에 ㅋㅋ,1
별로안유명해도 돈 개많은가보네 ㄷㄷㄷㄷ,1
해적왕!!!,1
왜 조조는 없냐 ㅋㅋ,1
난 5.8통이였는데 ㅋㅋㅋㅋㅋ,1
저기서 북한 전투기 몰고 탈북한놈이 최고승리자아님? 저거 국방부에 군사자료로 넘기고 수십억 받았다던데,1
14개 ..,1
4'기면 다른 장기에 전이된건데 전이암을 다 중입자로 죽인거냐?,1
니 자막 앵나재밌노,1
얼굴좀보자,1
ㅋㅋㅋ 대단하다 저런거보면,1
코로나 위드시대에 영혼을 어루만지고 터치하는 영택트가 중요하다는 말씀 공감이 되고 이를 위해 기도하겠습니다,1
민주당은 영입해라,1
한국 초대교회때 교회가 사회의 문화를 비롯한 모든 부분에서막강한 영향력을 미쳤던것처럼 코로나이후 다시한번 영택트로주도해 나가기를 소망합니다.,1
하루에 한개씩~ 한달이면 삼십개~~,1
동감 상식적으로 납득안되는 처사지,1
성격도 우리 쏘옥 빼닮았고 역시 장하다 우리 딸래미들,1
무섭고 ..절망스럽고 ..후회스럽겠지만 ..선택은 본인의 몫이고 책임을 져야하는 성인이 되었음을 깨닫고 남은인생 마지막 기회다 생각하고 잘 살길 ... 에휴 ..,1
누구누구 사장님 일하러 안나왔냐고 물어보는거애서 씹소름,1
나두 총쏘구 싶당,1
안사요 안사,1
"우울증,화병,무기력증,조울증,정신분열증 다 봊나 좋아졌다",1
일분일초가급하다 어서시행해라이기야,1
20년전 둘리 애니매이션이 리얼 커여움,1
살인이 모가 어때서 닝겐이 만든 법에 신이 얽메이냐? 사람들은 신이 착하다고 생각하는데 그 착함의 기준이 인간기준이라는게 존나 웃기는거지,1
저런 모습 보여주면 아부지 마음이 더 아프겠다,1
애초에 맘편한 집에서 하는거에 최저시급을 쳐주면안됨 같은일이라고 밖에서하는거랑 집에서하는거랑은 천지차이다..,1
(((((((((((((()))))))))))))))),1
정규직으로 제일 빡센 일 시키면 되지 뭐~^^,1
잇이건 진짜 첨들어 본다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
총학생회랑 총여학생회는 왜나눠져있는건가요? 남녀를 왜그리나눠서 분쟁을 만드려하는지,1
김문수 가즈아!!!!!!!!!!!!!!!!!!!!!!!!!무적권 자유 한국당만 뽑느다,1
코로나는 하나님이 회개하라고 주어진 시간이라고 생각합니다. 비록 모임금지와 예배를 드리지 못하는 박해의 시기를 견디고 있지만 초대교회의 사도들과 성도들의 신앙을 본받아 견디고 승리하면 반드시 좋은 날이 올거라고 생각합니다.,1
이런짤 어디서 찾는거노,1
보통과 곱배기로 차별해서 판매하는것은 어떠한지요?,1
맨날 좌음으로 온다이기,1
일베충이네요 <- 고소미 가능,1
이 집안은 전체가 깨어있는 가족들이네.....,1
일반인이 그랬으면 삼일한이니 뭐니 지랄했겠지?,1
동의한거 아니겠읍니까?,1
탈북자들 유튭에서 난리했던 중국인들도 방법 해주면 인정함,1
수준 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
철수야 호남서 90퍼먹고준표형님 10퍼만 주라그럼 준표형 당선인데,1
아직도... 세모자 사건이 잊혀지지 않는다,1
누군 정기결제 안쓰냐 ㅋㅋㅋㅋ나도 정기결제 써놓고 음악 듣는다,1
"그럼 형님,동서간에도 바꿔야지요 아랫사람이라고 편하다고 이름부르면 너무 이상할듯 윗사람이라고 형님호칭도 바꿔요 아에 외국처럼 이름불러요!!!",1
사진이랑 무슨 관련임?,1
그림 멋지네 화아팅해라 이기야,1
주작이라도 존나 심폐소생술 한거 우리 할머니 돌아가실 때 생각나서 울 뻔했다난 일베 줬음,1
수에즈운하네,1
저건물 지은게 빈라덴네라메,1
대한민국 목사 클라쓰~~,1
앵나 적절하노ㅇㅇ,1
진짜 저게 어려운요구임?????????????,1
336 말처럼 CCTV 사각지대 도서관 발 찾아서 베스트셀러,1
1분 57초쯤에 나오는 게임 이름 뭐냐?,1
주작이네. 기사 검색이 안되잖아,1
소지품도 미니멀 이하고,1
이학교는 편입 안뽑노? 놈딱 들가고싶노 ㅋㅋㅋ,1
짜장면에 계란넣어주냐??? 개신박하네,1
그가격 맞는거 같은데 ;,1
목소리도 성형좀 하셧으면...,1
한달연봉 600만원 ㅍㅌㅊ?,1
차별을 해선 안되지만 차별을 안해선  안되는 차별도있다 아주 잘 한  일이다 속이 시원하다,1
저런애들은 무슬림 못되는거아니냐?,1
웜련 되어있길래 그래 내가 웜련이다! 하고 머피소 가입했었노 낄낄,1
형들한테 뒤처지는거 때문에 열등감이 심해보였는데 감옥으로 앞서가겠네요,1
솔직히 후원하고 싶다,1
당연한 수순임..... 이젠 사람 잘 봐가면서 살아야함. 자신 없으면 혼자시는게 ㅍㅌㅊ인 세상임.,1
"우리동네 토요일마다 붕어빵 굽는사람,애들이 그러네요,교회와. 하면서. ㅋㅋㅋ",1
철이 없어서지. 이번 기회에 각성하길 빈다.,1
개꿀빨던거 평등해시는거지,1
아예 팔죠 돈받고,1
마음 한켠에 저러고 살면 안불편하나? 도대체 그 한켠은 대체 몇평 정도 된답니까?,1
주택전용 보안경비업체 직원이나 해서 여생을 즐겁게 살아야겠다 싱글이라...,1
댓 글 부 대,1
"생긴대로, 주신대로 살아야지. 변하지 못할걸",1
"미혼모의 아동 살인, 아동 학대 사건이 날로 발생하니 이릉 막을 제도와 시설, 법이 생겨나길 바라며 미혼모 뷴둘에개 따뚯한 관심을 주길 바랍니다",1
샾 아님?,1
일단 방법이 글러먹긴했는데 나같아도 눈은 돌아갈듯,1
뿌리는 사람이나 벌리는 사람이나 지정신아님,1
코로나 위기속에서도 이웃을 섬기고 배려하는 한국교회가 되길 기도합니다,1
저거 안 먹고 버티면 어케되노?,1
경희대공대 수원에 있는데 분교아니래 ㅋㅋㅋ,1
52조는???,1
영적지도자로써 선한영향력과 리더쉽으로 한국교회가 부흥되길 기도합니다,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너무좋다 나중에 모음집하나 엮어주세요,1
"26만이  번, 즉 1,2,3,4...개의 방에 들어간 인물들이라다 합친 수치라 실질적으론 얼마 안될걸...?",1
노빠꾸 상남자노,1
"아니다, 중국이다. 이미 백신있었다. 처음부터 있었다.",1
홍범도 요새 안보이네 내가 블라한적 없던거 같은데,1
푸힝힝~~~!!!,1
실장 스페셜 주세요,1
'시간이 흐르면서 우리의 생각은 계속변하며.. 고로 문제의 해답은 계속 변한다.'사실 논리철학논고에도 오류가 있다는 걸 간파한 비트겐슈타인은 또 다른 철학서를 씀,1
으응? 똥 부터 치워야지 거울 부터 깨려하네~~~~ 아이고 혐오 발언이 안좋다는거 이제 아셨나요? 이게 바로 미러링 효과~알간?,1
세살아이 둔 엄마로써 저 쪼그만 몸 때릴곳이 어딨다고ㅠㅠ 말 안들을때 엉덩이 한대 때려도 하루종일 맘아프고 안쓰러운데ㅠㅠ,1
용기를 내요 ㅜㅜ,1
민변은 박원순 지시 받지않나???,1
3줄요약ㅇㄷ2ㅂ,1
솔직히 맞는말이잖아 대놓고는 말못하지만,1
농심김기춘백산수,1
마 인과응보 아니겠습니꺼,1
기숙사생 야비군 왔어?,1
옳지 못한 법안에 대하여 해당관련된 집단(의사)가 그건 잘못되었다고 소리내는게 정말 잘못되었습니까? 우리는 절대권력을 손에 쥐어 주지않았습니다. 누구나 평등하죠~,1
인호 말 개잘하노,1
cia에는 확실한 친북 증거 들어 올리는 거다.,1
혐오는 누가했나요?  일반 국민을 혐오자. 가해자. 만드는 이성한 기사네요 게이클럽에가서 우한폐렴 전파되고 있다고 사실을 말하는게 왜 혐오고 차별인가요?,1
가시고싶으신곳 지명+백반 혹은 지명+한정식 검색하심 저렇게나와요,1
론다로우지 쌘척하다가 질질 짠거보면 답나옴,1
얼굴 ㅈㅅㅌㅊ 키 175 어깨 ㅍㅌㅊ,1
아다게이들아.아무리 아다 뗴고 싶어도 저건 좀 아니지?ㅋ,1
구형 7년 받겠네,1
동갑인데 미국 4년제 지잡대 나와서 미국 시골 부모님집에서 히키 생활중이다 인생 좆망함 한국 가면 동네 아파트 상가 영어강사라도 가능하냐? 부모님도 슬슬 귀국 준비중이신데 내 능력으로 나 혼자 미국에서 못살아남을거 같다 찐따라 친구도 없고,1
나 36사단이였는데 13/14 겨울에 22사단으로 굴삭기 파견감 다른사단으로 파견간건 첨이엿음,1
생활으 일부인지라,1
자연의 섭리를 따르는것이 최선이다,1
홍르 ㄷㄷ,1
이 사람 직업이 경찰이야?? NYPD?,1
안타깝당. 고치려면 목숨 걸어야 겠다. 지성과 담력으로 세상과 승부ㅏ하자,1
마산은 비왔는데도 지금 28도다.. 습기때문에 더 더워짐.,1
싫은 것도 공존하는거지,1
돈도 벌고 해외여행도 텔레포트로 하고 얼마나 좋노 이기,1
14년 4월군번인데 그떄랑 똑같네..; 그때는 파도타기하다가 교회중령님 빡치셔서 훈계들은거 생각난다.,1
이런 뉴스만 언론 졸라 안타네,1
껄떡대기는,1
"기독교 게이인데,딱 봐도 이대 출신 교수가기독교 빙자해서 메갈옹호 하는 거잖아전체로 매도하지마라 꼭 사리분별 못하고나대는 분들 꼭 있네 ㅉㅉ 그리고 저런 단체는 비주류 같다난 생전 처음 들어보는 곳임",1
본인이 신변의 위협을 느껴서 일부러 공개한거라고 합니다,1
벼르는. 벼루는 한석봉.,1
젠더 특보?란 성문제 방어대책 담당이란 뜻이었군....,1
계대 후문이라고 하면 대명동이야기 하는거임?,1
주변에 자리 텅텅 비었구만지 주차장도 아니면서 까칠하네,1
국수25시 인지 거기아니냐?,1
존나 실감나네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
와 프랑스 깨어있는거 봐라 괜히 유구하고 찬란한 역사를 자랑한 대국이 아닐 수 없다.,1
이민가면 쉽지 않아 힘들어 ㅠ,1
구속기소가 뭐냐? 감빵 안간다는거냐?,1
느그는 불매해라.난 더사줄테니깐,1
통과해봤자 대통령이 거부권행사할게 뻔함,1
남혐 아니라고 딸바보아빠들아 정신차려,1
21세기 맞냐,1
난무신론자지만 성서를읽어봤는데 소설은아니었다 그시대 가장이상적인인간성을 실현한 한분이계셨다고믿고있다 그이래로 그를팔아 밥벌이수단으로여기는종자들이 너무많다 밤하늘을보면무슨십자가가그리많은지 근데 세상돌아가는꼬라지를보면 위선적이라는얘기다,1
갓명박! 갓명박! 갓명박! 갓명박! 갓명박! 갓명박! 갓명박!,1
내가보내따!,1
예비군7년차다 개꿀임 일단은 ㅋㅋㅋㅋㅋㅋ,1
전과만 안남으면 군대대신 저 교도소 가는게 나을것같다,1
표현의 자유가 침해당하고 소수를 위해 다수의 인권은 억압 침해 받고 생명권과 알권리가 위협받고 있습니다.,1
중국 일본 한국 븍한 러시아가 합쳐서 전세계랑 맞짱뜨면 이기진 못해도 안밀릴듯 한국 주변정세 ㅆㅅㅌㅊ 유럽보다 무섭다,1
ㅇㄱㄹㅇ 보토피아가 아니노,1
패션 운동 공무원 글에는 원래 댓글 존나 많이달리는데,1
부산이네 ㅋㅋ,1
돈을 가진자가 곧 명령권자지,1
사전에알아보고 싫으면 안가면그만아닌가? 본인이 원하면입사하고 싫으면 입사안하면되는거아님? 회사규정이있을거고 그회사규정까지 터치하는거는 좀아니지않나? 맘에안들면 안가면될것같은데?,1
나라에서 성매매를 공창 같이 합법으로 풀었다가 이제는 불법으로 전환 해야 하는 시점이다 이런 판단이 들어서 그동안 성매매 종사 했던 사람들에게 미안하니까 보조금을 준다 이러면 좀 이해가 갈 듯 한데 범죄자로 이미 만들어 놓고 보조금 주겠다는 소리가 말도 안되는 소리죠.,1
예전에 전주 가족여행가서 먹었던 8천원짜리 백반... (한정식 아니고 그냥 백반),1
한국애 있는 가족들한테 알려질거 생각하면생각만해도 끔찍하다,1
화력지원해라양념당하고 있다낚시글 아니다,1
신고는 자기 판단이니 뭐,1
군대갔다오면 사람되긴합니다,1
부럽다이기,1
전날 엑소시스트 보고 삘받았네 ㅋㅋㅋㅋ,1
인디언빼고 모두 미국에서 나가란 말인가,1
돈벌면 지하실 하나 사놔야겠노,1
누가 얘보고 이름헷갈려서 낙지퍽퍽이라고 한거보고 존나 뿜었었는데 시발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
한국인이 미국법으로 소송을 걸 수도 있나요? 잘 몰라서..,1
왼쪽이 훨씬 나은데,1
속은 시원하네,1
웃음 어케참았노? 기받아간다 이기야 퍄퍄,1
시의적절한 좋은 기사 고맙습니다.,1
잘생겼다는말.... 좀만 더 생각해보면 진짜 그 말 자체로 잘 생겼다 이말이 존나 큰 칭찬같음 얼굴이 눈코입 얼굴형 끽해봐야 5미리 이내로 차이나는건데 그 차이들이 모이니까 한놈은 존재 자체로 잘 생긴게되고 한놈은 존재 자체로 못 생긴게됨 ...,1
통찰력에 지렸노......ㄷㄷ 다음편에 나올 교회목사 얘기는 앵나오게 내 창조주 생각나서 가슴 콕콕 찔릴 것 같노......,1
본인이쓴게맞나??,1
제 일은 아니지만....정말 감사합니다. 사람사는 정을 느낄 수 있어 좋네요^^,1
근데 나이들어서 지들 군대 안갈거 같으니까 여자도 가야한다고 하는거 아님? 나중에 그 수 많은 원망 다 어케 감당하려고ㅋㅋㅋㅋ,1
타크비르 왜쳐라 타크비르,1
재기성님 보고계신가요,1
군대얘기에 더블백 얘기와 하와이 얘기를 얼핏 들었는데하와이깽깽이라고 더블백은 최근에 무슨뜻인지 알게되는데 군대 보급품 더블백으로 쓸어 담어 훔쳐 간다고 그런 별명이,1
내용을 떠나 둘이 누가누가 더 말 잘하나 대결하는 구조. 말장난 좀 그만합시다,1
오늘의 시사 만드려고 했는데 타게가 생각보다 생명력이 긴가봄,1
그 폭력 강간당한 여자가 죽을수도 있었고 모른체한 남자의 가족일수도 있었다 모른체한게 젠더갈등 페미때문이라고 치부해버리기에는 양심이 편하지 못한 이유가 있다,1
하나님앞에서 언제나 부끄럼없는이 되길~^^,1
확실히 세뇌가 무섭긴 해,1
저건 똥꼬에 바르는거냐? ㄷㄷ,1
프라다신발 갖다바쳐도 군머는 기다리는게 아닌데.. (전직 좆무신으로서 하는말임),1
텔레그램 디비 털수나 있냐? ㅋㅋ,1
서버Ip 가 일본인데? 우회한건지는 모르겠지만 아무튼..북한과도 좀 연관이 있어보이는데?,1
미달이 이모님의 답변입니다 “저도 예전엔 첨엔 당황했는데 나중에 맛들려서 아직도 그리워요.지금 연하 남편한테 해달라고 부탁하기도 좀 그렇고...”,1
ㅋㅋ말투개욱기다ㅋㅋㅋㅋ,1
많은 크리스챤 연예인들이 하나님의 스피커로 준비되길 기도합니다.할렐루야.순적한 진행과 재정이 부어지고 연기하시는 분들 한부한분에게 성령님의 감동과 역사하심이 나타나고 감독에게 거룩한 영감을 충만히 부어주시길,1
언듯 보이는데 냉동삼겹살 포장해놓은거냐?,1
킁킁 어디서 타는냄새 안나요?,1
밑에남자귀엽게생겻다♡♡탐하디삘,1
게이야 미사여구 같은 거 말고 지금 무릎 꿇고 있는 그대로 기도해라.,1
미합중국 vip테러 가능성도 있어보인다고하지,1
성차별이 아니라 사상검증은 당연히 할수있는거 아닌가??,1
저 프로 진행자 남희석이랑 동갑 남희석이가 친구야 반갑다하면서 포옹하고 저 탈북자아재 어디가든 잘 살듯,1
알아크사 모스크를 진짜 불태운거라면 저 전쟁이 불같이 세계적으로 번질가능성있다고봄,1
스웨덴 산다 무슬림관한질문받는다,1
추천수0댓글 3개반대로좌파 글 올라오면 추천 수 존나 박히고서로 댓글 답글 해 가며 쭈루룩 달릴껄,1
경락맛사지란 말도있는 저그유저 였는데 안타깝네요 삼가고인의 명복을빕니다,1
와 1rm 180 그냥칠듯;,1
자본주의경쟁사회에서 므슨성평등야 본능적인 종족보존 성적관계 때 생기는감정이야 그들만에문제고 법에태두리에서 서로경쟁하는건대 남녀는왜따져 서로잘할수있는거 해서 잘살면되는대 피해으식아니냐,1
저 말이 성립된다면사장은 아르바이트생을 고용하고있는시간동안에는마음껏 노예처럼 부려먹을수있게됩니다.,1
의사소통과 토론이 무엇인지 아는 학생. 다른 질문자와 수준차이가 나더군요....,1
저거 그 여자 사진 아니라던데 잘 알고있는 게이들이 팩트좀 줘봐라,1
내 주변에 여자들 지입으로도 취집이나 해야겠다는 애들 종종 있다 저런걸로 해임까지가냐 참내,1
대체 에너지 많다 이기야 ㅋㅋㅋ 일단 뭐 우리가 잘 아는 잘아는 태양열이나 수소에너지 같은게 있고. 사실 젤 폭발력 있는건 ^핵융합^에너지노. 이게 원자력이랑 에초에 다른건데,1
다 먹어보고 싶지만... 전라도 너무 머네요...ㅜㅜ;;,1
자살한 이유는 나도 그렇다고 본다. 마누라 뇌물 막으려고 자기가 죽은건 아니고 주위에 배신감을 많이 느꼈을거다. 쌓이고 쌓여서 허무해진거지,1
조선 어론사제외선택했는데 왜 자꾸 보이냐,1
빨리안올리냐?,1
만화게이 어서오고~,1
저거 마법의 짤이노 ㅋㅋㅋㅋ,1
로씨아의 스킨헤드가 부럽다 이기!김치헤드는 왜 없냐 이기!,1
다음엔 불륜얘기좀 올려주세요. 원조교제 얘기두요. 직장인 점심식사끝나고 간다는 오피스텔 매춘도 꼭 오려주세요.,1
차라리 다행 저기기서 이상힌 개소리하는것보다 다시한번 우리나리 위치를 상기시키고 가는것도 좋디,1
외삼촌 살고있는 멕시코로 이민갈까 생각중이다삼촌께서 내가 일할 자리는 있다하고 현지인들이랑 우호적으로 지내고 있다하고 갱스터에 대한 걱정은 하지마라던데,1
쫌 하겠지 하고 봤더니 존나 잘하네 시발ㅋㅋㅋㅋㅋㅋㅋㅋ,1
검거해보니 여자더라 이런식이면 ㄹㅇ 웃기겠노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
남자는 미남인데....,1
신천지교인?,1
절이 싫으면 중이 떠나야지,1
히틀러 재평가가 시급함,1
스웨덴.. 모국에 돌아가고 싶노,1
우파를 지향하는 유일종교 기독교,1
부모라면 이때 학원 더 보내라,1
어내가 무교인데 이번에 이슬람교 한번믿어볼려고한다 어디거면 이슬람교 믿으수있노???,1
어제 오늘 삼겹살 먹으면서 생각난건데쟤네들 진자 불쌍한거 같다...,1
짤 삼일한이냐?ㅋㅋㅋ,1
순간 보이지 않아서 놀랐노ㅋㅋㅋㅋ,1
근데 쫌 안된게 매매혼하는 사람들 대부분이 사는게 넉넉치않을텐데 얘네들 데리고 살면 매달 돈보내고 아니면 지마누라가 번돈 다 보낼텐데 쫌 안타깝더라,1
워마드 존나 똑똑하노.,1
피해받는사람도 없고 무슨 중독성이 있는것도 아니고 그냥 서비스산업 이라고봅니다.,1
개웃기네ㅋㅋㅋㅋㅋㅋ,1
엘크가 쎄요 곰이쎄요?,1
게이 였는데,1
약뭇나ㅋㅋ,1
뭔생각으로 외국의 이런기사를,1
ㅋㅋ 허씨 아니냐,1
식성 특이하네,1
내가 천주교 재단동성고 출신이다..,1
152명은 빙산의일각이고 한 150000명될듯,1
아직도 검토 중이래 ㅋㅋㄲㅋㅋㅋㅋㅋ,1
저런 오케스트라같은거 취미로보는사람들 1프로인집안임 으외로 사짜들어가는직업많음,1
드셔보세요 맛있습니다. 특히 잘익은 갓김치랑 열무랑 먹으면 개꿀~! 광주사람이라고 다 알리가 있나요. 그냥 먹던 사람이 먹는 음식입니다. 그냥 간단하게 해먹는 음식이니 향토음식이라고 불리우기도 뭐하고요.,1
재규형님이 그립다,1
위에 롤 프로게이머 프레이 김종인 아니샤?,1
베이비박스 안에 미혼임산부가 들어가면 키워주냐?,1
세상말세다,1
음주는했지만 음주운전은안했다,1
학교는 다 허가해줬는데 뭘더해??,1
학종폐지 서두르라는 질문은 했냐? 지금시점 제일 중요한건데.,1
..결혼에 존재하는것은 결혼이다..결코 행복이 아니다 .,1
불쾌하고 불안하고 분노하게 되는 쓰레기 같은 아니면 아닐 수도 있는 더러운 문명은 가지를 않더군?,1
이거 방송 때 듣고있었는데 정말 논란거리가 될만한걸 유머러스하게 잘 대처하는거보고 역시 프로라고느낌,1
난 이제까지의 근대사 역사책은 반일종족주의를 읽음으로써 엉터리라는 걸 알았다..,1
미취학 아동학대랑 똑같음,1
히니이이이이이이익,1
맞다 이기 지꺼보다 크니까 조용히 묻어갔던거노,1
연합된 모습으로 희망을 주시니 감사합니다 더욱 하나되어 진정한 예수님의 사랑을 보여주세요,1
"성님,,,",1
어딘가 불편하신분,1
오늘 몇시에 간데요? 가는거 생방가능?? 떡돌리게요,1
벌레로 중요부위 가린건 첨보네,1
어이황씨 전빠스님 찬양해야지 이럴시간이 어딨노,1
가슴골이라도 보이면 모르겠는데 옷으로 꽁꽁 숨긴 걸 음란하다고 크기를 줄이는 건 대체 무슨 음란마귀냐 솔직히 저게 야하냐?,1
"애기들이 가장 좋아하는게 엄빤데 이 애기는 야 엄마가 때렸으니 얼마나 무섭고, 두려웠을까 불쌍한3살애기",1
와 역시 스웨덴이노 노무멋지노,1
태형과 장형이 필요하다..! 구타는 뭐든 치료하지..,1
한남 이니 페미 니 이런 말들 좀 없어지면 안돼는건가? 우리 민족이 어쩌다가 이렇게 된것인지 참 에휴 앞으로 우리 자녀들이 살아갈 세상 이런 세상이 되어가고 있다는것이 참.. 에휴,1
일베나 워마드나 ;;,1
참 별... ㅡㅡ,1
"어릴때부터 고등학교,대학교까지 남녀합반 그러니,남자를 더 이해하고 서로 잘 살게됩니다",1
대응할수 있는데 참는척^^ 앞에선 찍소리도 못해놓고 쿨하고 아무렇지 않은 나인척^^,1
허제제도 잊지말고 데려가달라이기야!,1
나도 몇달전까지 인터넷 하나도 안하는 윽입이었노. 월베 일베 워념까지 홀린듯 며칠 내내 워마드만 들어가서 읽었노. 워마드 처음이면 월베 워념부터 읽으라 이기야. 워딩이고 스탠스고 다 알게되고 ㅂㅅㅌㅊ글 봊나많고 나중엔 주베 일베 자유게시판 읽는것도 모자라노. 내가 댓글,1
근데 쟤들 저 팔찌 뭐냐,1
난 찬성 고로ㅈㅎ준다 이기야,1
이거 왠지 예전에 오대양 사건이랑 비슷한듯. 정치하시는분들 이런일 또다시 일어나지않게  법적으로라도 방어해주세요,1
이걸 사내용,1
이런건 신나서 갈겨대네~,1
전쟁한다 이기야!,1
ㄹㅇ팩트다,1
순간 착각을,1
머구를 미국이라고 봤노,1
이 한국 보다가 유럽 보닌까 ~ 싸네 ~~,1
문집사 임집사가 때려잡으려는 거라면 우리가 지켜줘야할 대상 같은데?,1
왠만한건 그냥가쟈. 매번 바뀌는 용어 맞춤법 헷갈림 ㅠ,1
미안하다. 고맙다.,1
세분 목사님 응원합니다. 기도합니다,1
솔직히 말하자면 귀여운 선임이 스킨십하거나 만져줄때 기준 좋았다..,1
저거 미국 공항 출입국에좀 알려줘라요즘 입국자체도 존나 빡시던데 기본 4시간...더 고생 해봐야 함 ㅋ,1
그래~수술을 왜했니?참 안타깝구나!,1
이주여성도 우리나라 국민,1
이번 비대면 성탄절을 계기로 나자신부터 낮아져야하겠습니다.회개하고 더욱더 주님을 갈망하며 나아가야겠습니다.,1
ㅇㄱㄹㅇ 내주위는 호주나 뉴질랜드로 이민다가더라 한국다정리해서,1
판사님~ 형량 최대로~,1
하 지겨워,1
일게이의 완성,1
북수단도 끼워줘라,1
쓰레기 퍼오지 마세요. 더불어 글쓴님 예전글보기는 과학이네요. 세상을 너무 혐오대상으로만 바라보지 마시길,1
"오늘부터 킹로마제국 >>>>>>>>>>>> 당나라, 고구려 합시다!!!",1
심형탁 방배동 헬스장 다닌다. 나도몇번봄. 복근운동하던데일단 멋있었음.,1
깽값 쩔겠다 ㅋㅋㅋㄱ부럽다 나한테는 왜 저런 행운이 안오냐 다 맞아줄 자신있는데,1
근데 아까글 삭제안됬음ㅇㅇ,1
나도 기독교인인데 성경 잘못 해석하는건 진짜 아니라고 본다.,1
이거 실사로 겜하는 느낌이라 생각보다 안잔인..,1
두근 두근 두근 두근 이 만큼 이 만큼 좋아해 너를.,1
"내 머모였는데 안타깝노,",1
프링글스 대봐,1
축. 당선! 상식과 양심이 통하는 서울시를 만들어주세요,1
어...욱일기닷,1
이건 뭐ㅋㅋㅋㅋㅋ,1
서남아시아에선 돼지가 사치스런 음식이긴 하죠... 덥고 건조한 날씨에선 돼지가 살기 힘들기 때매.. 요새야 무역이 성하고 냉장냉동 운송이 되니깐,1
수지 닮았다는게 주작마재윤 방송에 수지 금지어 채택,1
인생이 아름다운.행복한 나날이길 기원합니다.,1
여기서 제일 중요한건 저 누드모델이 저날 일당을 못받았을거라는거죠. 현대에도 레이싱걸이 그랬습니다..,1
작은자에게 한것이 예수님께 한것이라 말씀하셨어요  원장님의 이섬김이 많은 분들을 구원의길로 인도하시는 축복의 통로가 되었네요^^ ♡,1
"너 인터넷 같은 거 많이하나보다..? (멸시가 서린 어색한 미소)""",1
꼴렸다 오늘은 이거다,1
미워했으면 소라넷에 올렸겄소,1
